purchase_date,item_name,customer_name,purchase_month,item_price,고객이름,지역,등록일
2019-01-01 15:40:00,상품Q,김우찬,201901,1700.0,김우찬,C시,2018-04-07
2019-07-15 21:21:00,상품C,김우찬,201907,300.0,김우찬,C시,2018-04-07
2019-05-01 16:48:00,상품H,김우찬,201905,800.0,김우찬,C시,2018-04-07
2019-04-06 21:20:00,상품N,김우찬,201904,1400.0,김우찬,C시,2018-04-07
2019-05-11 19:42:00,상품A,김유찬,201905,100.0,김유찬,A시,2018-06-19
2019-02-14 03:26:00,상품B,김유찬,201902,200.0,김유찬,A시,2018-06-19
2019-04-01 13:25:00,상품D,김유찬,201904,400.0,김유찬,A시,2018-06-19
2019-04-19 05:01:00,상품E,김유찬,201904,500.0,김유찬,A시,2018-06-19
2019-02-11 22:59:00,상품A,김유찬,201902,100.0,김유찬,A시,2018-06-19
2019-06-28 21:54:00,상품I,김유찬,201906,900.0,김유찬,A시,2018-06-19
2019-05-18 04:25:00,상품K,김유찬,201905,1100.0,김유찬,A시,2018-06-19
2019-06-04 03:45:00,상품F,김유찬,201906,600.0,김유찬,A시,2018-06-19
2019-03-29 05:27:00,상품I,김유찬,201903,900.0,김유찬,A시,2018-06-19
2019-02-18 12:19:00,상품K,김유찬,201902,1100.0,김유찬,A시,2018-06-19
2019-04-17 00:14:00,상품W,김유찬,201904,2300.0,김유찬,A시,2018-06-19
2019-02-08 21:08:00,상품D,김유찬,201902,400.0,김유찬,A시,2018-06-19
2019-04-17 11:14:00,상품E,김유찬,201904,500.0,김유찬,A시,2018-06-19
2019-04-16 03:10:00,상품L,김유찬,201904,1200.0,김유찬,A시,2018-06-19
2019-02-12 23:40:00,상품Z,김재현,201902,2600.0,김재현,D시,2018-07-22
2019-07-19 02:16:00,상품I,김재현,201907,900.0,김재현,D시,2018-07-22
2019-02-24 06:11:00,상품Q,김재현,201902,1700.0,김재현,D시,2018-07-22
2019-07-14 09:55:00,상품A,김재현,201907,100.0,김재현,D시,2018-07-22
2019-02-12 14:31:00,상품E,김재현,201902,500.0,김재현,D시,2018-07-22
2019-01-07 14:54:00,상품L,김재현,201901,1200.0,김재현,D시,2018-07-22
2019-03-17 18:24:00,상품R,김재현,201903,1800.0,김재현,D시,2018-07-22
2019-04-25 10:03:00,상품W,김재현,201904,2300.0,김재현,D시,2018-07-22
2019-07-25 14:32:00,상품S,김재현,201907,1900.0,김재현,D시,2018-07-22
2019-05-19 14:45:00,상품W,김재현,201905,2300.0,김재현,D시,2018-07-22
2019-05-25 06:12:00,상품R,김재현,201905,1800.0,김재현,D시,2018-07-22
2019-05-25 02:11:00,상품G,김재현,201905,700.0,김재현,D시,2018-07-22
2019-02-15 12:25:00,상품H,김재현,201902,800.0,김재현,D시,2018-07-22
2019-06-15 13:02:00,상품J,김재현,201906,1000.0,김재현,D시,2018-07-22
2019-05-25 06:29:00,상품T,김재현,201905,2000.0,김재현,D시,2018-07-22
2019-03-07 08:59:00,상품Y,김재현,201903,2500.0,김재현,D시,2018-07-22
2019-01-20 21:31:00,상품H,김재현,201901,800.0,김재현,D시,2018-07-22
2019-04-22 03:09:00,상품A,김강현,201904,100.0,김강현,D시,2017-06-07
2019-07-08 04:17:00,상품A,김강현,201907,100.0,김강현,D시,2017-06-07
2019-03-28 15:01:00,상품D,김강현,201903,400.0,김강현,D시,2017-06-07
2019-05-04 23:25:00,상품U,김강현,201905,2100.0,김강현,D시,2017-06-07
2019-03-15 09:14:00,상품A,김강현,201903,100.0,김강현,D시,2017-06-07
2019-02-24 12:11:00,상품O,김강현,201902,1500.0,김강현,D시,2017-06-07
2019-07-03 17:02:00,상품K,김강현,201907,1100.0,김강현,D시,2017-06-07
2019-03-13 01:59:00,상품S,김강현,201903,1900.0,김강현,D시,2017-06-07
2019-01-16 07:35:00,상품A,김강현,201901,100.0,김강현,D시,2017-06-07
2019-04-28 12:47:00,상품S,김강현,201904,1900.0,김강현,D시,2017-06-07
2019-02-06 14:09:00,상품H,김강현,201902,800.0,김강현,D시,2017-06-07
2019-02-16 08:41:00,상품I,김강현,201902,900.0,김강현,D시,2017-06-07
2019-06-18 13:01:00,상품O,김강현,201906,1500.0,김강현,D시,2017-06-07
2019-05-25 00:54:00,상품E,김강현,201905,500.0,김강현,D시,2017-06-07
2019-02-21 15:24:00,상품W,김강현,201902,2300.0,김강현,D시,2017-06-07
2019-06-04 13:52:00,상품A,김강현,201906,100.0,김강현,D시,2017-06-07
2019-06-30 18:09:00,상품D,김강현,201906,400.0,김강현,D시,2017-06-07
2019-07-09 05:42:00,상품C,김강현,201907,300.0,김강현,D시,2017-06-07
2019-04-25 17:15:00,상품A,김강현,201904,100.0,김강현,D시,2017-06-07
2019-03-20 19:16:00,상품S,김우진,201903,1900.0,김우진,H시,2018-05-14
2019-01-04 12:05:00,상품P,김우진,201901,1600.0,김우진,H시,2018-05-14
2019-03-22 18:36:00,상품O,김우진,201903,1500.0,김우진,H시,2018-05-14
2019-06-10 00:34:00,상품E,김우진,201906,500.0,김우진,H시,2018-05-14
2019-05-20 18:00:00,상품B,김우진,201905,200.0,김우진,H시,2018-05-14
2019-04-13 19:22:00,상품O,김우진,201904,1500.0,김우진,H시,2018-05-14
2019-02-11 03:54:00,상품A,김우진,201902,100.0,김우진,H시,2018-05-14
2019-06-22 22:40:00,상품N,김우진,201906,1400.0,김우진,H시,2018-05-14
2019-04-07 07:50:00,상품B,김우진,201904,200.0,김우진,H시,2018-05-14
2019-07-27 03:11:00,상품Q,김우진,201907,1700.0,김우진,H시,2018-05-14
2019-02-23 07:32:00,상품G,김우진,201902,700.0,김우진,H시,2018-05-14
2019-05-09 02:50:00,상품X,김우진,201905,2400.0,김우진,H시,2018-05-14
2019-06-28 08:30:00,상품P,김우진,201906,1600.0,김우진,H시,2018-05-14
2019-03-10 15:49:00,상품C,김우진,201903,300.0,김우진,H시,2018-05-14
2019-05-23 03:08:00,상품A,김우진,201905,100.0,김우진,H시,2018-05-14
2019-03-09 22:29:00,상품A,김우진,201903,100.0,김우진,H시,2018-05-14
2019-06-22 15:33:00,상품B,김우진,201906,200.0,김우진,H시,2018-05-14
2019-01-20 18:49:00,상품L,김우진,201901,1200.0,김우진,H시,2018-05-14
2019-01-10 09:13:00,상품O,김우진,201901,1500.0,김우진,H시,2018-05-14
2019-01-17 06:37:00,상품U,김우진,201901,2100.0,김우진,H시,2018-05-14
2019-03-12 15:39:00,상품L,김우진,201903,1200.0,김우진,H시,2018-05-14
2019-04-08 04:26:00,상품X,김우진,201904,2400.0,김우진,H시,2018-05-14
2019-02-10 21:06:00,상품M,김우진,201902,1300.0,김우진,H시,2018-05-14
2019-05-18 19:16:00,상품A,김재준,201905,100.0,김재준,A시,2018-02-21
2019-01-28 07:23:00,상품P,김재준,201901,1600.0,김재준,A시,2018-02-21
2019-07-19 11:50:00,상품C,김재준,201907,300.0,김재준,A시,2018-02-21
2019-07-14 05:18:00,상품F,김재준,201907,600.0,김재준,A시,2018-02-21
2019-05-24 07:01:00,상품B,김재준,201905,200.0,김재준,A시,2018-02-21
2019-07-26 04:57:00,상품D,김재준,201907,400.0,김재준,A시,2018-02-21
2019-03-03 19:16:00,상품U,김재준,201903,2100.0,김재준,A시,2018-02-21
2019-07-11 02:59:00,상품G,김재준,201907,700.0,김재준,A시,2018-02-21
2019-05-11 23:23:00,상품C,김재준,201905,300.0,김재준,A시,2018-02-21
2019-01-26 12:39:00,상품G,김재준,201901,700.0,김재준,A시,2018-02-21
2019-02-27 07:17:00,상품Q,김재준,201902,1700.0,김재준,A시,2018-02-21
2019-02-08 21:40:00,상품T,김재준,201902,2000.0,김재준,A시,2018-02-21
2019-07-06 21:09:00,상품P,김재준,201907,1600.0,김재준,A시,2018-02-21
2019-03-02 13:45:00,상품V,김재준,201903,2200.0,김재준,A시,2018-02-21
2019-01-14 04:37:00,상품F,김재준,201901,600.0,김재준,A시,2018-02-21
2019-07-24 13:22:00,상품T,김재준,201907,2000.0,김재준,A시,2018-02-21
2019-02-17 04:24:00,상품D,김재준,201902,400.0,김재준,A시,2018-02-21
2019-04-18 00:14:00,상품V,김민혁,201904,2200.0,김민혁,A시,2017-05-13
2019-01-20 22:25:00,상품F,김민혁,201901,600.0,김민혁,A시,2017-05-13
2019-04-09 18:43:00,상품C,김민혁,201904,300.0,김민혁,A시,2017-05-13
2019-03-09 13:16:00,상품V,김민혁,201903,2200.0,김민혁,A시,2017-05-13
2019-05-05 23:37:00,상품U,김민혁,201905,2100.0,김민혁,A시,2017-05-13
2019-01-27 16:30:00,상품W,김민혁,201901,2300.0,김민혁,A시,2017-05-13
2019-02-04 13:44:00,상품O,김민혁,201902,1500.0,김민혁,A시,2017-05-13
2019-01-22 09:41:00,상품R,김민혁,201901,1800.0,김민혁,A시,2017-05-13
2019-02-11 23:44:00,상품U,김민혁,201902,2100.0,김민혁,A시,2017-05-13
2019-04-29 08:37:00,상품X,김민혁,201904,2400.0,김민혁,A시,2017-05-13
2019-04-04 10:04:00,상품W,김민혁,201904,2300.0,김민혁,A시,2017-05-13
2019-07-31 22:11:00,상품R,김민혁,201907,1800.0,김민혁,A시,2017-05-13
2019-02-01 04:29:00,상품P,김민혁,201902,1600.0,김민혁,A시,2017-05-13
2019-02-19 11:29:00,상품D,김민혁,201902,400.0,김민혁,A시,2017-05-13
2019-01-04 21:47:00,상품S,김민혁,201901,1900.0,김민혁,A시,2017-05-13
2019-05-19 06:05:00,상품W,김민혁,201905,2300.0,김민혁,A시,2017-05-13
2019-04-18 00:28:00,상품L,김민혁,201904,1200.0,김민혁,A시,2017-05-13
2019-02-16 20:15:00,상품K,김민혁,201902,1100.0,김민혁,A시,2017-05-13
2019-07-07 11:38:00,상품D,김민혁,201907,400.0,김민혁,A시,2017-05-13
2019-01-10 15:51:00,상품O,김선우,201901,1500.0,김선우,H시,2017-05-05
2019-04-28 15:43:00,상품W,김선우,201904,2300.0,김선우,H시,2017-05-05
2019-06-02 05:32:00,상품D,김선우,201906,400.0,김선우,H시,2017-05-05
2019-06-04 10:28:00,상품G,김선우,201906,700.0,김선우,H시,2017-05-05
2019-02-12 19:00:00,상품N,김선우,201902,1400.0,김선우,H시,2017-05-05
2019-03-04 02:46:00,상품U,김선우,201903,2100.0,김선우,H시,2017-05-05
2019-05-30 14:02:00,상품Y,김선우,201905,2500.0,김선우,H시,2017-05-05
2019-04-11 02:22:00,상품A,김선우,201904,100.0,김선우,H시,2017-05-05
2019-03-14 16:40:00,상품U,김선우,201903,2100.0,김선우,H시,2017-05-05
2019-06-02 23:23:00,상품X,김선우,201906,2400.0,김선우,H시,2017-05-05
2019-04-16 17:16:00,상품B,김선우,201904,200.0,김선우,H시,2017-05-05
2019-07-24 11:28:00,상품R,김선우,201907,1800.0,김선우,H시,2017-05-05
2019-06-30 18:41:00,상품C,김선우,201906,300.0,김선우,H시,2017-05-05
2019-04-16 14:23:00,상품P,김선우,201904,1600.0,김선우,H시,2017-05-05
2019-01-28 10:47:00,상품A,김태윤,201901,100.0,김태윤,E시,2017-05-09
2019-01-12 05:17:00,상품K,김태윤,201901,1100.0,김태윤,E시,2017-05-09
2019-03-25 12:48:00,상품N,김태윤,201903,1400.0,김태윤,E시,2017-05-09
2019-01-28 05:45:00,상품V,김태윤,201901,2200.0,김태윤,E시,2017-05-09
2019-03-02 09:06:00,상품B,김태윤,201903,200.0,김태윤,E시,2017-05-09
2019-07-19 06:28:00,상품Q,김태윤,201907,1700.0,김태윤,E시,2017-05-09
2019-02-25 16:24:00,상품J,김태윤,201902,1000.0,김태윤,E시,2017-05-09
2019-06-03 12:06:00,상품P,김태윤,201906,1600.0,김태윤,E시,2017-05-09
2019-01-11 18:34:00,상품R,김태윤,201901,1800.0,김태윤,E시,2017-05-09
2019-06-22 04:59:00,상품D,김태윤,201906,400.0,김태윤,E시,2017-05-09
2019-06-08 04:35:00,상품I,김태윤,201906,900.0,김태윤,E시,2017-05-09
2019-02-23 08:49:00,상품V,김태윤,201902,2200.0,김태윤,E시,2017-05-09
2019-07-13 21:38:00,상품A,김태윤,201907,100.0,김태윤,E시,2017-05-09
2019-06-21 01:54:00,상품U,김시완,201906,2100.0,김시완,A시,2018-05-20
2019-02-12 08:52:00,상품T,김시완,201902,2000.0,김시완,A시,2018-05-20
2019-03-27 23:14:00,상품Q,김시완,201903,1700.0,김시완,A시,2018-05-20
2019-04-07 05:33:00,상품M,김시완,201904,1300.0,김시완,A시,2018-05-20
2019-06-11 12:52:00,상품B,김시완,201906,200.0,김시완,A시,2018-05-20
2019-06-30 17:00:00,상품N,김시완,201906,1400.0,김시완,A시,2018-05-20
2019-05-30 19:52:00,상품S,김시완,201905,1900.0,김시완,A시,2018-05-20
2019-05-06 12:04:00,상품E,김시완,201905,500.0,김시완,A시,2018-05-20
2019-03-16 22:24:00,상품F,김시완,201903,600.0,김시완,A시,2018-05-20
2019-01-29 15:29:00,상품B,김시완,201901,200.0,김시완,A시,2018-05-20
2019-06-19 17:24:00,상품U,김시완,201906,2100.0,김시완,A시,2018-05-20
2019-01-23 07:08:00,상품R,김시완,201901,1800.0,김시완,A시,2018-05-20
2019-06-08 11:32:00,상품L,김도윤,201906,1200.0,김도윤,E시,2017-02-18
2019-04-01 08:16:00,상품L,김도윤,201904,1200.0,김도윤,E시,2017-02-18
2019-03-25 16:37:00,상품H,김도윤,201903,800.0,김도윤,E시,2017-02-18
2019-02-26 10:43:00,상품H,김도윤,201902,800.0,김도윤,E시,2017-02-18
2019-02-10 17:29:00,상품C,김도윤,201902,300.0,김도윤,E시,2017-02-18
2019-02-01 07:57:00,상품W,김도윤,201902,2300.0,김도윤,E시,2017-02-18
2019-06-27 11:24:00,상품J,김도윤,201906,1000.0,김도윤,E시,2017-02-18
2019-03-08 13:07:00,상품U,김도윤,201903,2100.0,김도윤,E시,2017-02-18
2019-06-22 03:44:00,상품I,김도윤,201906,900.0,김도윤,E시,2017-02-18
2019-04-11 15:55:00,상품B,김도윤,201904,200.0,김도윤,E시,2017-02-18
2019-06-23 03:35:00,상품A,김도윤,201906,100.0,김도윤,E시,2017-02-18
2019-03-23 15:09:00,상품F,김도윤,201903,600.0,김도윤,E시,2017-02-18
2019-04-22 11:36:00,상품C,김도윤,201904,300.0,김도윤,E시,2017-02-18
2019-01-02 14:52:00,상품S,김도윤,201901,1900.0,김도윤,E시,2017-02-18
2019-02-25 07:58:00,상품B,김도윤,201902,200.0,김도윤,E시,2017-02-18
2019-05-26 08:01:00,상품J,김도윤,201905,1000.0,김도윤,E시,2017-02-18
2019-01-19 08:20:00,상품E,김도윤,201901,500.0,김도윤,E시,2017-02-18
2019-05-08 13:22:00,상품E,김도윤,201905,500.0,김도윤,E시,2017-02-18
2019-07-23 02:57:00,상품Q,김도윤,201907,1700.0,김도윤,E시,2017-02-18
2019-04-08 02:00:00,상품V,김주한,201904,2200.0,김주한,D시,2018-06-05
2019-02-07 19:34:00,상품Q,김주한,201902,1700.0,김주한,D시,2018-06-05
2019-02-06 12:59:00,상품T,김주한,201902,2000.0,김주한,D시,2018-06-05
2019-04-24 11:47:00,상품O,김주한,201904,1500.0,김주한,D시,2018-06-05
2019-06-12 14:36:00,상품O,김주한,201906,1500.0,김주한,D시,2018-06-05
2019-03-30 04:13:00,상품S,김주한,201903,1900.0,김주한,D시,2018-06-05
2019-04-12 12:13:00,상품F,김주한,201904,600.0,김주한,D시,2018-06-05
2019-03-25 21:42:00,상품A,김주한,201903,100.0,김주한,D시,2018-06-05
2019-07-06 03:10:00,상품O,김주한,201907,1500.0,김주한,D시,2018-06-05
2019-03-24 09:59:00,상품R,김주한,201903,1800.0,김주한,D시,2018-06-05
2019-04-30 08:39:00,상품D,김주한,201904,400.0,김주한,D시,2018-06-05
2019-02-06 15:18:00,상품S,김주한,201902,1900.0,김주한,D시,2018-06-05
2019-05-30 23:06:00,상품E,김주한,201905,500.0,김주한,D시,2018-06-05
2019-06-19 09:50:00,상품O,김도원,201906,1500.0,김도원,A시,2017-03-29
2019-03-12 06:07:00,상품F,김도원,201903,600.0,김도원,A시,2017-03-29
2019-06-23 15:08:00,상품G,김도원,201906,700.0,김도원,A시,2017-03-29
2019-02-07 02:26:00,상품C,김도원,201902,300.0,김도원,A시,2017-03-29
2019-04-09 14:21:00,상품Q,김도원,201904,1700.0,김도원,A시,2017-03-29
2019-03-14 23:23:00,상품X,김도원,201903,2400.0,김도원,A시,2017-03-29
2019-02-23 22:28:00,상품N,김도원,201902,1400.0,김도원,A시,2017-03-29
2019-05-01 23:33:00,상품X,김도원,201905,2400.0,김도원,A시,2017-03-29
2019-02-24 13:55:00,상품D,김도원,201902,400.0,김도원,A시,2017-03-29
2019-06-22 09:14:00,상품I,김도원,201906,900.0,김도원,A시,2017-03-29
2019-06-21 10:42:00,상품J,김도원,201906,1000.0,김도원,A시,2017-03-29
2019-05-30 04:21:00,상품U,김도원,201905,2100.0,김도원,A시,2017-03-29
2019-06-01 17:16:00,상품K,김도원,201906,1100.0,김도원,A시,2017-03-29
2019-07-10 19:50:00,상품P,김도원,201907,1600.0,김도원,A시,2017-03-29
2019-05-04 11:51:00,상품D,김도원,201905,400.0,김도원,A시,2017-03-29
2019-03-17 00:15:00,상품N,김도원,201903,1400.0,김도원,A시,2017-03-29
2019-02-21 14:58:00,상품S,김도원,201902,1900.0,김도원,A시,2017-03-29
2019-06-11 12:57:00,상품A,김재호,201906,100.0,김재호,C시,2018-02-14
2019-04-28 15:19:00,상품J,김재호,201904,1000.0,김재호,C시,2018-02-14
2019-07-24 10:19:00,상품C,김재호,201907,300.0,김재호,C시,2018-02-14
2019-01-27 21:30:00,상품E,김재호,201901,500.0,김재호,C시,2018-02-14
2019-05-23 15:17:00,상품S,김재호,201905,1900.0,김재호,C시,2018-02-14
2019-05-13 23:52:00,상품U,김재호,201905,2100.0,김재호,C시,2018-02-14
2019-03-19 04:32:00,상품M,김재호,201903,1300.0,김재호,C시,2018-02-14
2019-07-02 04:19:00,상품X,김재호,201907,2400.0,김재호,C시,2018-02-14
2019-05-30 15:21:00,상품T,김재호,201905,2000.0,김재호,C시,2018-02-14
2019-03-12 08:23:00,상품M,김재호,201903,1300.0,김재호,C시,2018-02-14
2019-07-27 06:05:00,상품A,김재호,201907,100.0,김재호,C시,2018-02-14
2019-05-16 11:57:00,상품R,김재호,201905,1800.0,김재호,C시,2018-02-14
2019-04-11 18:06:00,상품X,김재호,201904,2400.0,김재호,C시,2018-02-14
2019-07-24 19:56:00,상품R,김재호,201907,1800.0,김재호,C시,2018-02-14
2019-01-20 11:07:00,상품R,김재호,201901,1800.0,김재호,C시,2018-02-14
2019-06-14 19:10:00,상품U,김재호,201906,2100.0,김재호,C시,2018-02-14
2019-04-21 00:11:00,상품C,김지율,201904,300.0,김지율,B시,2017-03-15
2019-07-27 00:08:00,상품E,김지율,201907,500.0,김지율,B시,2017-03-15
2019-02-24 11:50:00,상품C,김지율,201902,300.0,김지율,B시,2017-03-15
2019-06-15 10:43:00,상품J,김지율,201906,1000.0,김지율,B시,2017-03-15
2019-03-12 02:05:00,상품P,김지율,201903,1600.0,김지율,B시,2017-03-15
2019-05-20 06:46:00,상품X,김지율,201905,2400.0,김지율,B시,2017-03-15
2019-02-17 13:42:00,상품C,김지율,201902,300.0,김지율,B시,2017-03-15
2019-07-11 15:43:00,상품O,김지율,201907,1500.0,김지율,B시,2017-03-15
2019-04-09 16:48:00,상품B,김지율,201904,200.0,김지율,B시,2017-03-15
2019-04-20 06:31:00,상품F,김지율,201904,600.0,김지율,B시,2017-03-15
2019-01-19 01:10:00,상품S,김지율,201901,1900.0,김지율,B시,2017-03-15
2019-02-11 13:41:00,상품G,김지율,201902,700.0,김지율,B시,2017-03-15
2019-02-27 15:43:00,상품D,김지율,201902,400.0,김지율,B시,2017-03-15
2019-05-29 09:26:00,상품R,김지율,201905,1800.0,김지율,B시,2017-03-15
2019-04-06 13:59:00,상품W,김지율,201904,2300.0,김지율,B시,2017-03-15
2019-03-28 19:30:00,상품K,김지율,201903,1100.0,김지율,B시,2017-03-15
2019-01-18 20:25:00,상품J,김지율,201901,1000.0,김지율,B시,2017-03-15
2019-02-09 11:56:00,상품K,김지율,201902,1100.0,김지율,B시,2017-03-15
2019-03-29 11:14:00,상품Q,김지율,201903,1700.0,김지율,B시,2017-03-15
2019-03-28 23:24:00,상품V,김재훈,201903,2200.0,김재훈,D시,2017-03-23
2019-06-25 16:31:00,상품I,김재훈,201906,900.0,김재훈,D시,2017-03-23
2019-03-30 21:07:00,상품W,김재훈,201903,2300.0,김재훈,D시,2017-03-23
2019-07-24 22:05:00,상품L,김재훈,201907,1200.0,김재훈,D시,2017-03-23
2019-02-13 00:04:00,상품C,김재훈,201902,300.0,김재훈,D시,2017-03-23
2019-05-16 09:46:00,상품X,김재훈,201905,2400.0,김재훈,D시,2017-03-23
2019-05-01 19:17:00,상품R,김재훈,201905,1800.0,김재훈,D시,2017-03-23
2019-02-12 14:02:00,상품G,김재훈,201902,700.0,김재훈,D시,2017-03-23
2019-02-24 21:25:00,상품F,김재훈,201902,600.0,김재훈,D시,2017-03-23
2019-05-26 22:51:00,상품J,김재훈,201905,1000.0,김재훈,D시,2017-03-23
2019-03-12 16:55:00,상품V,김재훈,201903,2200.0,김재훈,D시,2017-03-23
2019-05-01 17:42:00,상품Y,김재훈,201905,2500.0,김재훈,D시,2017-03-23
2019-06-27 13:43:00,상품J,김재훈,201906,1000.0,김재훈,D시,2017-03-23
2019-02-02 23:44:00,상품C,김재훈,201902,300.0,김재훈,D시,2017-03-23
2019-05-29 08:42:00,상품A,김재훈,201905,100.0,김재훈,D시,2017-03-23
2019-04-20 01:05:00,상품G,김재훈,201904,700.0,김재훈,D시,2017-03-23
2019-04-06 12:00:00,상품I,김상현,201904,900.0,김상현,G시,2017-03-26
2019-07-17 01:07:00,상품T,김상현,201907,2000.0,김상현,G시,2017-03-26
2019-05-23 00:15:00,상품G,김상현,201905,700.0,김상현,G시,2017-03-26
2019-07-29 18:23:00,상품D,김상현,201907,400.0,김상현,G시,2017-03-26
2019-06-17 05:08:00,상품K,김상현,201906,1100.0,김상현,G시,2017-03-26
2019-06-09 00:49:00,상품F,김상현,201906,600.0,김상현,G시,2017-03-26
2019-04-26 02:54:00,상품I,김상현,201904,900.0,김상현,G시,2017-03-26
2019-02-28 13:53:00,상품X,김상현,201902,2400.0,김상현,G시,2017-03-26
2019-06-23 15:15:00,상품A,김상현,201906,100.0,김상현,G시,2017-03-26
2019-06-05 08:09:00,상품R,김상현,201906,1800.0,김상현,G시,2017-03-26
2019-07-14 20:50:00,상품Y,김상현,201907,2500.0,김상현,G시,2017-03-26
2019-01-27 17:30:00,상품M,김상현,201901,1300.0,김상현,G시,2017-03-26
2019-05-26 16:58:00,상품N,김상현,201905,1400.0,김상현,G시,2017-03-26
2019-07-02 17:38:00,상품V,김상현,201907,2200.0,김상현,G시,2017-03-26
2019-01-22 07:54:00,상품K,김상현,201901,1100.0,김상현,G시,2017-03-26
2019-07-16 05:55:00,상품R,김준성,201907,1800.0,김준성,D시,2017-07-28
2019-05-24 10:19:00,상품A,김준성,201905,100.0,김준성,D시,2017-07-28
2019-02-05 04:21:00,상품R,김준성,201902,1800.0,김준성,D시,2017-07-28
2019-05-09 08:39:00,상품M,김준성,201905,1300.0,김준성,D시,2017-07-28
2019-02-24 11:35:00,상품B,김준성,201902,200.0,김준성,D시,2017-07-28
2019-02-15 14:31:00,상품U,김준성,201902,2100.0,김준성,D시,2017-07-28
2019-07-23 18:13:00,상품F,김준성,201907,600.0,김준성,D시,2017-07-28
2019-01-25 06:56:00,상품H,김준성,201901,800.0,김준성,D시,2017-07-28
2019-02-27 01:24:00,상품Y,김준성,201902,2500.0,김준성,D시,2017-07-28
2019-07-06 17:35:00,상품I,김준성,201907,900.0,김준성,D시,2017-07-28
2019-07-24 20:13:00,상품N,김준성,201907,1400.0,김준성,D시,2017-07-28
2019-02-09 15:38:00,상품T,김준성,201902,2000.0,김준성,D시,2017-07-28
2019-07-03 07:04:00,상품X,김성민,201907,2400.0,김성민,A시,2018-02-06
2019-03-19 10:16:00,상품H,김성민,201903,800.0,김성민,A시,2018-02-06
2019-03-16 22:28:00,상품B,김성민,201903,200.0,김성민,A시,2018-02-06
2019-07-30 17:13:00,상품X,김성민,201907,2400.0,김성민,A시,2018-02-06
2019-01-26 02:03:00,상품B,김성민,201901,200.0,김성민,A시,2018-02-06
2019-05-21 03:34:00,상품E,김성민,201905,500.0,김성민,A시,2018-02-06
2019-03-10 14:46:00,상품O,김성민,201903,1500.0,김성민,A시,2018-02-06
2019-05-13 05:51:00,상품T,김성민,201905,2000.0,김성민,A시,2018-02-06
2019-02-28 15:15:00,상품T,김성민,201902,2000.0,김성민,A시,2018-02-06
2019-05-30 05:24:00,상품S,김성민,201905,1900.0,김성민,A시,2018-02-06
2019-06-10 17:48:00,상품I,김성민,201906,900.0,김성민,A시,2018-02-06
2019-06-06 21:19:00,상품E,김성민,201906,500.0,김성민,A시,2018-02-06
